Customer Account,Customer Bank,Amount of Transfer,Offshore Transfer,Customer Account Age,Customer Nationality,Suspicious activity found in previous transactions,KYC Complied,Receivers Account,Receivers Bank,Frequency of transaction in last 30 days,Source country,Receiving country,Transaction Type,Average Transaction Amount,Transaction Amount Relative to Average,Is Laundering
6B0D209CC,46,35946.45,1,16.41,UK,0,1,AD5BB7BB1,54,1.0,UK,USA,Wire,44327.84142857143,0.7520101635314851,0
6B0D209CC,46,4775.15,1,17.27,India,0,1,F65A225AA,13,5.0,UK,UAE,Credit Card,39383.755000000005,0.13645427543247668,0
1DEA34E76,46,17453.0,1,29.68,USA,0,0,B2224DE38,14,8.0,UK,India,Wire,17453.0,1.0161620951714374,0
1DEA34E76,46,108863.6,0,28.04,USA,1,1,1C4E2DF6B,46,8.0,UK,UK,Credit Card,63158.3,1.6792470386567262,1
1DEA34E76,46,28295.02,0,11.16,UK,0,0,F5CEF7868,23,6.0,UK,UK,ACH,51537.206666666665,0.5326212073504735,1
BD9F4F948,46,299846.77,1,20.92,USA,0,1,E133B409B,30,1.0,UK,USA,Credit Card,299846.77,1.098968234365875,0
BD9F4F948,46,44971.69,1,11.85,Canada,0,0,81DC205D8,92,9.0,UK,India,Credit Card,172409.23,0.24950992573855182,0
BD9F4F948,46,17533.42,1,29.31,USA,1,0,D558618A7,4,6.0,UK,USA,Credit Card,120783.96,0.23248837867573263,1
BD9F4F948,46,60927.21,1,25.19,USA,0,1,20DC5CDEE,13,2.0,UK,India,Reinvestment,105819.7725,0.5907005306182542,0
BD9F4F948,46,13073.08,1,16.69,USA,0,1,F29A45979,3,5.0,UK,Canada,ACH,87270.43400000001,0.07238127886998383,0
BD9F4F948,46,22993.38,0,15.04,USA,0,1,F652A60C5,60,8.0,UK,UK,Credit Card,76557.59166666667,0.2758583957223295,1
BD9F4F948,46,5346.96,0,26.73,UK,0,1,D40CF1F78,18,3.0,UK,UK,ACH,66384.6442857143,0.009369764575092074,0
7336D8E0C,46,54264.35,1,23.09,USA,0,1,C22815305,83,2.0,India,Switzerland,Bitcoin,54264.35,0.9196407655526837,0
7336D8E0C,46,59525.29,1,22.47,India,0,0,35970E4CC,15,3.0,India,UK,Credit Card,56894.82,0.9635843658715378,0
7336D8E0C,46,99349.58,1,22.47,USA,0,0,260E44F60,30,8.0,India,Canada,Wire,71046.40666666666,1.3299556742546177,1
7336D8E0C,46,41356.06,1,8.29,India,0,0,25303A130,49,4.0,India,UK,ACH,63623.82,0.6519454608434863,1
7336D8E0C,46,22860.2,1,5.65,USA,1,0,B02CF4423,46,2.0,India,USA,Wire,55471.096,0.4162870001566654,1
C474F4686,46,11496.22,0,13.81,India,0,0,588E01304,55,4.0,UK,UK,Credit Card,11496.22,1.039203622497816,1
C474F4686,46,1379673.3,1,13.36,USA,0,1,C2A47C9E8,60,4.0,UK,USA,Wire,695584.76,2.079928879489945,0
C474F4686,46,48771.42,1,20.22,UK,0,1,673976872,60,9.0,UK,Canada,ACH,479980.3133333333,0.08165369071942513,0
C474F4686,46,78988.64,1,26.58,USA,0,0,B157549C9,34,4.0,UK,USA,Reinvestment,379732.39499999996,0.22938582787666034,1
C474F4686,46,1102.57,0,5.64,India,0,1,2E359EADE,11,8.0,UK,UK,Wire,304006.43,-0.03629163173962956,0
D5EB6A3CA,46,3590.44,1,10.49,USA,0,0,DE86C7786,57,4.0,USA,UK,Credit Card,3590.44,0.9834610781678976,0
D5EB6A3CA,46,615.61,1,20.62,UAE,0,0,72B31487E,86,5.0,USA,UK,ACH,2103.025,0.2205135720366154,0
D5EB6A3CA,46,17979.6,0,13.64,UK,0,0,6BDDAF52E,63,9.0,USA,USA,Credit Card,7395.216666666666,2.3452323905244037,0
D5EB6A3CA,46,19346.92,1,23.62,Switzerland,0,1,3355F6B9B,84,5.0,USA,India,Reinvestment,10383.142499999998,1.799310300654542,0
D5EB6A3CA,46,3901.93,1,6.07,USA,1,1,D50FA4E55,93,3.0,USA,India,ACH,9086.899999999998,0.44508686824680166,1
D5EB6A3CA,46,14245.94,0,22.19,USA,0,0,5E6C06EB1,29,2.0,USA,USA,ACH,9946.74,1.3626125299505703,0
D5EB6A3CA,46,20008.82,1,18.4,USA,0,1,6387BEC46,20,10.0,USA,UK,ACH,11384.179999999998,1.8049194490293405,0
D5EB6A3CA,46,28800.87,0,6.15,USA,0,1,F3636849E,73,6.0,USA,USA,Credit Card,13561.266249999999,2.164948281664481,0
D5EB6A3CA,46,83919.96,0,15.79,UK,0,1,F048D6AE0,6,5.0,USA,USA,Bitcoin,21378.89888888889,3.8643287344869583,0
5C5E48433,46,28825.25,1,20.59,UK,1,1,FACB1D19A,89,5.0,India,Canada,ACH,28825.25,0.9724827861843509,1
5C5E48433,46,26500.51,0,8.82,USA,0,1,7D45BA5A7,14,10.0,India,India,Credit Card,27662.879999999997,1.029952871743176,0
5C5E48433,46,38036.44,1,14.6,UK,1,1,BD5EAE0D5,89,5.0,India,USA,Credit Card,31120.733333333334,1.1587691508379043,1
5C5E48433,46,20324.16,0,11.29,USA,0,1,9E6816047,9,3.0,India,India,Wire,28421.59,0.7322392640541797,0
5C5E48433,46,3962.5,1,21.07,USA,0,0,7FEA0A5FA,23,1.0,India,UK,ACH,23529.772,0.1116673642872936,1
5C5E48433,46,18766.13,1,24.93,Canada,0,1,7BAF1EB6B,52,5.0,India,Canada,Wire,22735.831666666665,0.7896857207917068,0
5C5E48433,46,43896.09,0,6.32,USA,0,0,2D2F705FA,94,5.0,India,India,ACH,25758.725714285712,1.6711181774848263,1
546E998EC,46,139117.77,0,27.67,UK,0,1,B44E1C469,41,5.0,USA,USA,ACH,139117.77,0.9840632125027616,0
546E998EC,46,170911.17,0,6.39,UK,0,1,8C7D5DD34,44,7.0,USA,USA,Reinvestment,155014.47,1.007395286740802,0
546E998EC,46,27208.09,0,5.87,Switzerland,0,1,2452E0862,22,2.0,USA,USA,Wire,112412.34333333334,0.15959012337960488,0
CF6E8696C,46,66202.65,1,17.55,UK,0,1,C901AAA95,60,6.0,UK,USA,Credit Card,66202.65,1.0501793821107108,0
CF6E8696C,46,79030.86,1,6.08,USA,0,1,7DFF34218,35,8.0,UK,Canada,Reinvestment,72616.755,1.0719529422439125,0
CF6E8696C,46,87245.67,1,20.66,USA,0,1,6B63B36BD,73,4.0,UK,Switzerland,Bitcoin,77493.06,1.1624632898525529,0
CF6E8696C,46,37438.39,1,18.93,UK,0,1,B9D5A9CE0,66,8.0,UK,India,ACH,67479.3925,0.45769340664024355,0
CF6E8696C,46,146714.55,1,20.21,USA,0,1,9CB3DA097,10,2.0,UK,UAE,Wire,83326.424,1.7837925381451851,0
CF6E8696C,46,937.48,1,16.29,USA,0,0,58714BEA0,29,2.0,UK,USA,Wire,69594.93333333333,-0.0775151291962452,1
CF6E8696C,46,193059.27,0,22.66,USA,0,1,B2BD59941,67,5.0,UK,UK,ACH,87232.69571428571,2.224123685091292,0
CF6E8696C,46,18399.37,1,14.68,USA,0,1,D63799403,85,4.0,UK,USA,ACH,78628.53,0.1733818260452378,0
CF6E8696C,46,9310.68,1,27.55,USA,0,1,791DBE6BD,35,4.0,UK,Switzerland,Credit Card,70926.54666666668,0.08275124630647118,0
CF6E8696C,46,3783.86,1,6.28,USA,0,1,AA710DFCC,19,5.0,UK,India,Credit Card,64212.278000000006,0.008150976410155844,0
8260481EB,46,5433.39,1,17.46,USA,0,0,DC89B8378,55,6.0,USA,UK,ACH,5433.39,0.9739676352410646,0
8260481EB,46,353.73,1,22.75,UK,0,1,3CC164BF7,6,5.0,USA,UK,Credit Card,2893.5600000000004,0.20742497521989411,0
8260481EB,46,79207.7,1,8.74,USA,0,1,44A615992,53,2.0,USA,India,Wire,28331.606666666663,2.7833252042620407,0
8260481EB,46,83958.35,1,26.98,India,0,1,14B0527F2,2,0.01,USA,UK,Wire,42238.292499999996,1.9160101192513859,0
8260481EB,46,5356.08,1,11.28,USA,0,1,1F6B00C89,60,3.0,USA,UK,Wire,34861.84999999999,0.20992255957913092,0
8260481EB,46,48224.11,1,10.17,India,0,1,9561824B7,8,5.0,USA,UK,Credit Card,37088.89333333333,1.242418753686164,0
8260481EB,46,13968.75,0,10.43,India,0,0,702549D5B,39,5.0,USA,USA,ACH,33786.01571428571,0.3551669284010538,0
B8676F91B,46,7989.72,0,19.81,Canada,1,1,C5CFF45B1,21,5.0,USA,USA,ACH,7989.72,1.0399900651699212,1
B8676F91B,46,1228.08,1,4.23,USA,0,1,01045BCB4,38,3.0,USA,India,Wire,4608.9,0.3564362634341808,0
B8676F91B,46,35959.46,1,11.48,UK,0,1,AF6F607DE,86,4.0,USA,UK,ACH,15059.086666666664,2.4094242453794896,0
B8676F91B,46,38460.43,1,18.93,Canada,0,1,0A2566F5D,77,2.0,USA,UK,Credit Card,20909.4225,1.894553784819061,0
B8676F91B,46,31007.67,1,5.86,USA,0,0,D8C86B044,61,2.0,USA,India,Bitcoin,22929.072,1.3136177769183575,0
B8676F91B,46,4975.88,1,14.04,UK,0,1,EC04F9B1E,81,8.0,USA,UK,Reinvestment,19936.873333333333,0.28948351097368963,0
B8676F91B,46,23800.43,0,11.64,UK,0,0,5D502A395,24,7.0,USA,USA,Reinvestment,20488.81,1.2276211143224574,1
285162194,46,69144.11,1,2.31,UK,0,1,AA178287F,80,4.0,UK,India,Reinvestment,69144.11,1.006629243416924,0
285162194,46,84508.32,1,3.99,Canada,1,1,3369A51E0,17,6.0,UK,India,Reinvestment,76826.215,1.0442604536932463,1
285162194,46,50800.95,1,13.67,USA,0,1,97B7AD12F,69,2.0,UK,India,ACH,68151.12666666666,0.7530543085940995,0
EDDA02828,46,215040.11,1,13.21,Canada,0,1,E4E7ACCF6,14,3.0,USA,UK,Bitcoin,215040.11,0.9199450949055927,0
EDDA02828,46,21641.83,1,18.75,Canada,0,1,1030606AF,8,4.0,USA,India,ACH,118340.97,0.2039315337391246,1
EDDA02828,46,46339.72,0,29.39,USA,0,0,F3B9FBE18,19,7.0,USA,USA,Wire,94340.55333333334,0.44924300029757586,0
CA9093AA2,46,106652.09,1,7.83,USA,0,0,E3B1CCD5E,7,5.0,USA,India,ACH,106652.09,0.9409817163510314,0
CA9093AA2,46,88887.2,1,6.26,USA,0,1,E95BC2B81,99,3.0,USA,UAE,ACH,97769.64499999999,0.9519625052958745,0
CA9093AA2,46,72692.8,1,18.22,Canada,0,0,C57CECBCA,98,4.0,USA,UK,Credit Card,89410.69666666666,0.7792480577010793,0
CA9093AA2,46,125068.39,0,14.12,India,0,1,03A11EF6C,39,5.0,USA,USA,ACH,98325.12,1.3059819862553785,0
CA9093AA2,46,6254.25,1,8.31,UK,0,1,0C339458D,18,6.0,USA,UK,Reinvestment,79910.946,0.00248350372126159,0
CA9093AA2,46,6014.03,0,27.53,Switzerland,0,0,0B705B5FB,56,3.0,USA,USA,Bitcoin,67594.79333333333,0.1877760447958904,0
CA9093AA2,46,731775.58,1,24.32,UK,0,1,1C464D7C0,1,4.0,USA,India,ACH,162477.76285714284,4.449724622046827,0
CA9093AA2,46,29018.32,1,6.92,India,0,0,D4EFE9798,31,3.0,USA,UK,Credit Card,145795.3325,0.10576463601652143,0
CA9093AA2,46,105190.32,1,24.4,Canada,0,1,B449C8457,80,3.0,USA,Canada,Wire,141283.66444444444,0.6667058132058545,0
3481F14E5,46,35016.8,1,21.92,UK,0,1,573D096D5,15,5.0,USA,UK,Credit Card,35016.8,0.9626184909160925,0
3481F14E5,46,9400.8,0,12.9,USA,0,1,4AD72569B,88,3.0,USA,USA,Wire,22208.800000000003,0.41837615610724965,0
3481F14E5,46,85682.85,0,1.72,USA,0,1,0E77A1C83,39,2.0,USA,USA,ACH,43366.81666666667,1.9661005017762936,0
0ECABF3B7,46,26421.9,1,20.22,USA,0,1,FAEA8C997,33,2.0,UK,USA,Wire,26421.9,0.9213137751099265,0
0ECABF3B7,46,2644.48,1,6.19,UK,0,0,E660CF605,31,5.0,UK,Switzerland,Credit Card,14533.19,0.23681334836863902,0
6E8AE67C1,46,8958.8,1,26.5,India,0,1,5F1F6FFF6,93,2.0,UK,USA,Credit Card,8958.8,1.0006428686261943,0
6E8AE67C1,46,59600.12,1,23.57,UK,0,1,8AAFBA441,10,8.0,UK,Switzerland,ACH,34279.46,1.6587311443793915,0
6E8AE67C1,46,16130.77,1,1.18,UK,0,1,DE1559566,46,6.0,UK,Canada,Credit Card,28229.896666666667,0.49790804287863355,1
6E8AE67C1,46,573972.33,1,8.33,USA,0,0,C3267BC42,1,5.0,UK,Canada,ACH,164665.505,3.4470879752412578,1
6E8AE67C1,46,18211.74,1,2.41,UK,0,1,FADC905DD,48,3.0,UK,USA,Wire,135374.752,0.20927513682760843,1
6E8AE67C1,46,4466.51,1,18.73,Switzerland,0,1,717854B31,98,3.0,UK,Canada,ACH,113556.71166666667,0.07174390738861669,0
7DF094133,47,51198.25,1,12.44,USA,0,1,390079C15,84,2.0,USA,Canada,Credit Card,51198.25,1.0320592786055243,0
7DF094133,47,53001.12,0,18.75,USA,1,1,5D7852823,39,5.0,USA,USA,Credit Card,52099.685,1.096573277433903,1
7DF094133,47,11136.63,1,17.5,Canada,0,1,1C5315CF9,26,6.0,USA,India,ACH,38445.333333333336,0.36613930168932085,0
7DF094133,47,16740.86,1,13.12,India,1,1,99143BF40,74,6.0,USA,India,ACH,33019.215,0.5533636396699193,1
91F4DC503,47,3499.86,0,25.95,UK,1,1,3787122A2,34,6.0,India,India,Bitcoin,3499.86,0.9232052055685858,1
91F4DC503,47,20260.87,1,14.33,USA,0,1,B13070B4C,29,5.0,India,UK,Wire,11880.365,1.7800565767506313,0
91F4DC503,47,18967.93,1,25.11,India,0,1,3A9D7BCE4,48,3.0,India,UK,Wire,14242.886666666667,1.4030337520902934,0
91F4DC503,47,5759.09,1,8.92,USA,0,0,96C89D773,58,6.0,India,Switzerland,Bitcoin,12121.9375,0.3990120496930596,0
91F4DC503,47,10097.48,0,12.92,India,0,1,A25ED30A0,75,5.0,India,India,ACH,11717.045999999998,0.7951834143588253,1
91F4DC503,47,46210.91,0,16.26,UK,0,1,2C9B0F1DC,59,5.0,India,India,ACH,17466.023333333334,2.6092632029409404,0
91F4DC503,47,2267.65,1,18.91,USA,0,1,F345D5F2B,84,4.0,India,USA,Wire,15294.827142857142,0.06782005995091486,0
91F4DC503,47,5559.35,1,22.75,USA,0,1,7CB1CE644,42,6.0,India,USA,ACH,14077.8925,0.4678193489253166,0
91F4DC503,47,9103.23,1,8.34,USA,0,0,B4D6B0BF6,84,1.0,India,Canada,Wire,13525.152222222221,0.6059864620639753,0
6F8316157,47,61446.66,1,7.32,USA,0,1,DE81E46E8,34,4.0,USA,UK,ACH,61446.66,1.0459308592103698,0
6F8316157,47,58141.5,1,13.16,UK,0,1,48B2E0C06,39,7.0,USA,Canada,Credit Card,59794.08,0.9805952261011959,0
6F8316157,47,111923.75,0,12.23,India,0,1,F385301B5,76,5.0,USA,USA,ACH,77170.63666666667,1.4092338831915017,0
6F8316157,47,8695.82,1,17.68,USA,0,0,81F9DD565,84,1.0,USA,UAE,ACH,60051.9325,0.22089667075843838,0
2A0E09ED6,47,43491.81,0,29.49,USA,0,0,D861EA882,59,3.0,USA,USA,ACH,43491.81,1.0840167102472706,1
2A0E09ED6,47,183102.56,1,11.75,USA,0,1,D7D7BCD8F,91,7.0,USA,UK,Wire,113297.185,1.567240149925368,0
2A0E09ED6,47,13628.8,0,9.54,UK,0,1,9E5B5705A,51,4.0,USA,USA,ACH,80074.39,0.23123409124046315,0
2A0E09ED6,47,189302.99,1,24.85,UK,0,1,32C4BBED0,94,6.0,USA,UK,Wire,107381.54,1.7619410358441143,0
2A0E09ED6,47,18363.93,0,1.57,UK,1,1,5B5BAF095,1,5.0,USA,USA,ACH,89578.018,0.2541382199011149,1
2A0E09ED6,47,10319.77,1,26.97,India,0,1,9077600D9,3,3.0,USA,UK,ACH,76368.31,0.1978047685812408,0
2A0E09ED6,47,6317.2,0,23.16,USA,0,1,3D1B5F582,88,10.0,USA,USA,Bitcoin,66361.00857142857,0.11400850993755453,0
2A0E09ED6,47,38647.91,1,26.6,UK,0,1,CA595C9F5,61,6.0,USA,UK,Bitcoin,62896.87125,0.5924663950548196,1
E1AFD001C,47,1428.73,1,5.66,UAE,0,1,BEA496C27,47,7.0,Canada,USA,Bitcoin,1428.73,0.9355979510545996,0
E1AFD001C,47,10464.11,1,14.17,USA,0,1,9613CF48F,26,9.0,Canada,USA,Credit Card,5946.42,1.7332483362922748,0
E1AFD001C,47,178336.92,0,1.71,UK,0,1,04F9AF336,30,2.0,Canada,Canada,ACH,63409.920000000006,2.72348949322846,0
E1AFD001C,47,437.69,1,9.15,USA,0,1,E979760FB,75,2.0,Canada,USA,Bitcoin,47666.8625,-0.0573934428429928,0
E1AFD001C,47,4607.11,1,7.54,USA,0,1,32D8594BF,38,6.0,Canada,USA,ACH,39054.912,0.02799260125919456,1
E1AFD001C,47,10387.99,1,18.22,UK,0,1,6106290D3,21,10.0,Canada,UK,Wire,34277.09166666667,0.3077753308106439,0
30EEA31B4,47,54867.47,1,8.67,Canada,1,1,85595C277,38,4.0,USA,UK,ACH,54867.47,0.9975122474185798,1
30EEA31B4,47,330.41,1,19.95,UK,0,1,AFF585115,55,2.0,USA,India,Credit Card,27598.940000000002,-0.012198297326464639,0
30EEA31B4,47,180373.74,1,8.46,UK,0,0,82269C723,69,9.0,USA,Canada,Credit Card,78523.87333333334,2.218547960962511,0
30EEA31B4,47,3471.02,0,7.67,India,0,0,0D757C59D,19,6.0,USA,USA,Credit Card,59760.659999999996,0.031300238378164896,1
30EEA31B4,47,310937.88,0,12.71,USA,0,1,2867F7648,98,4.0,USA,USA,ACH,109996.104,2.728507230763567,0
30EEA31B4,47,14890.71,0,26.27,USA,0,1,7A33BA47F,76,5.0,USA,USA,ACH,94145.205,0.07050280363663039,0
90E1BA97F,47,251226.01,1,14.35,UK,0,1,68F73CE21,20,7.0,UK,USA,Credit Card,251226.01,0.930354557153615,0
90E1BA97F,47,110248.75,1,13.92,UK,0,1,A4F3A1521,64,5.0,UK,Canada,Wire,180737.38,0.6217634384598468,0
90E1BA97F,47,51648.74,1,24.73,Switzerland,0,1,0CA642282,4,1.0,UK,USA,ACH,137707.83333333334,0.2877529974935361,1
90E1BA97F,47,8221.22,1,21.2,USA,0,1,B63F3FC6B,82,3.0,UK,USA,ACH,105336.18,0.023167259891315052,0
90E1BA97F,47,16898.92,1,8.35,UK,0,0,32C6EEC7D,99,5.0,UK,USA,ACH,87648.72799999999,0.18104446531962365,0
90E1BA97F,47,113.4,1,27.54,USA,0,1,470280D68,50,7.0,UK,USA,ACH,73059.50666666667,0.02077695292460099,0
90E1BA97F,47,107362.13,0,3.85,UK,0,1,A0ACDB069,18,4.0,UK,UK,Bitcoin,77959.88142857142,1.4224882512219068,0
82B2A0448,47,13037.35,1,19.77,UK,1,0,5287C5CBE,97,6.0,UK,USA,ACH,13037.35,0.9799302183160296,1
82B2A0448,47,487.01,1,11.2,India,0,1,73D5E61CE,37,7.0,UK,USA,ACH,6762.18,0.04631797339999365,0
82B2A0448,47,4231.55,0,6.81,USA,0,0,6152AA613,59,3.0,UK,UK,Wire,5918.636666666666,0.7136233247645482,0
82B2A0448,47,53118.48,0,13.73,USA,0,0,408392954,29,3.0,UK,UK,Wire,17718.5975,2.89954537921153,1
82B2A0448,47,80548.18,1,17.98,USA,1,0,E688B3445,69,3.0,UK,USA,ACH,30284.514000000003,2.5932841767003723,0
82B2A0448,47,174158.71,1,29.85,USA,0,1,BE2DE596E,95,10.0,UK,India,Reinvestment,54263.54666666667,3.249817351676825,1
82B2A0448,47,58772.41,1,8.64,UK,0,0,C968D457B,34,7.0,UK,Canada,ACH,54907.670000000006,1.0417246322743956,1
82B2A0448,47,56543.98,1,12.21,UK,0,1,D6A9290F4,77,5.0,UK,USA,Wire,55112.208750000005,0.9923348908527648,0
82B2A0448,47,21806.97,0,28.43,USA,1,1,6DC1F7B5C,61,4.0,UK,UK,ACH,51411.62666666667,0.4789172558111902,0
82B2A0448,47,7833.67,0,26.61,USA,0,1,8963FF5DC,99,5.0,UK,UK,Bitcoin,47053.831,0.10185588674700755,0
C8FBE109C,47,1064.71,0,4.18,India,0,0,8EE8881E5,6,4.0,UK,UK,Wire,1064.71,1.074949239633927,0
C8FBE109C,47,584252.0,1,16.53,USA,0,1,97D2C86FF,33,2.0,UK,USA,ACH,292658.355,2.020313822829608,0
C8FBE109C,47,11091.7,1,13.93,USA,0,0,1A3E308CD,36,7.0,UK,USA,Bitcoin,198802.80333333332,0.10063344330385385,1
C8FBE109C,47,19405.62,1,22.19,Canada,0,1,A75879C26,75,5.0,UK,India,Credit Card,153953.50749999998,0.055707249509272416,0
C8FBE109C,47,23348.96,1,19.98,Canada,0,1,7EDB86873,32,5.0,UK,USA,Wire,127832.59799999997,0.1469334016770157,1
C8FBE109C,47,61784.71,1,1.7,USA,0,1,0C4FA0279,86,8.0,UK,USA,Wire,116824.61666666664,0.4317324948375406,0
C8FBE109C,47,147741.99,1,4.71,Canada,0,1,14C0E9E48,59,3.0,UK,USA,Wire,121241.38428571426,1.1297848589409025,1
04CA7D1A1,47,47733.29,1,7.82,UK,0,1,2569BAB64,51,4.0,India,UK,ACH,47733.29,0.9527572230687495,0
04CA7D1A1,47,113941.21,0,9.76,India,0,1,317F4D96A,97,6.0,India,India,ACH,80837.25,1.4249550995088816,0
04CA7D1A1,47,48226.39,1,15.53,USA,0,1,76CE00B5D,53,5.0,India,Canada,Reinvestment,69966.96333333333,0.7108372212393412,0
04CA7D1A1,47,20521.07,0,18.68,India,0,1,9533736D0,57,4.0,India,India,Wire,57605.490000000005,0.4250305105830605,0
04CA7D1A1,47,289737.48,1,22.08,UK,0,1,867253EFF,27,8.0,India,USA,Wire,104031.888,2.8223915707452845,0
03892567D,47,10588.06,1,27.44,USA,0,0,30B1CA118,33,3.0,UK,UAE,ACH,10588.06,0.9024405677220265,0
03892567D,47,182332.55,1,24.25,Canada,0,1,E99D1A49B,53,7.0,UK,India,Bitcoin,96460.305,1.9225070901468095,0
03892567D,47,13764.93,1,24.16,USA,1,1,34017E9AF,100,7.0,UK,India,Wire,68895.18,0.2842490813515065,0
03892567D,47,37859.66,1,2.88,USA,0,1,1B42B9A3A,61,5.0,UK,USA,ACH,61136.299999999996,0.6149807420044354,0
03892567D,47,177254.85,0,3.47,India,0,0,831BAADEC,66,6.0,UK,UK,Wire,84360.01,2.0956772511422073,1
24362F9F4,47,23721.07,1,26.53,USA,0,1,303402BF8,27,6.0,USA,UK,ACH,23721.07,0.9404656014204952,0
24362F9F4,47,85693.28,0,18.97,UK,0,1,7ED4D7BF2,23,4.0,USA,USA,ACH,54707.175,1.6249634451726624,0
24362F9F4,47,25343.89,1,14.57,India,0,1,B83331F24,51,7.0,USA,UK,ACH,44919.41333333333,0.5199790836361674,0
24362F9F4,47,73686.45,1,13.33,USA,0,1,A5C702588,41,5.0,USA,Canada,Credit Card,52111.1725,1.3733473821470037,0
24362F9F4,47,31766.0,1,11.19,UK,1,0,1A9264C98,3,7.0,USA,Switzerland,Wire,48042.138,0.6500842485925613,1
2AEB6045C,47,52426.82,1,15.36,Canada,0,1,0FF620BF9,49,2.0,Canada,USA,Bitcoin,52426.82,1.0482023772730558,0
2AEB6045C,47,4616.39,0,8.9,Canada,0,1,74896E711,41,4.0,Canada,Canada,Wire,28521.605,0.25879426783402226,0
36A01938C,47,46498.95,1,5.71,UK,0,1,D52FF9880,90,2.0,UK,USA,Credit Card,46498.95,1.014793353460571,0
36A01938C,47,31617.0,1,20.73,USA,0,0,06A65E93B,77,8.0,UK,Canada,Wire,39057.975,0.826322047627185,0
36A01938C,47,17919.56,1,24.93,Switzerland,0,0,0D2FFC042,34,3.0,UK,USA,Reinvestment,32011.836666666666,0.506077888424031,0
36A01938C,47,9968.77,0,2.59,UK,1,1,A30FFA5BB,6,8.0,UK,UK,Credit Card,26501.07,0.29334665676264976,0
D350F9217,47,4468.28,1,10.7,USA,0,1,500B92981,66,5.0,India,USA,ACH,4468.28,1.0419789578180851,0
D350F9217,47,34154.59,1,28.19,UK,0,1,C7A8D79A5,17,12.0,India,Canada,Wire,19311.434999999998,1.780435330771599,0
D350F9217,47,11506.16,1,17.68,USA,0,1,A7E33A922,38,5.0,India,USA,ACH,16709.676666666666,0.7718137941028591,0
D350F9217,47,16347.85,1,10.68,Canada,0,1,B9668CA8A,68,3.0,India,USA,ACH,16619.22,1.0497759332480565,0
D350F9217,47,20777.9,1,17.92,USA,0,1,9AE4998ED,54,11.0,India,USA,ACH,17450.956,1.1227081050833903,0
D350F9217,47,88292.52,1,29.32,USA,0,1,8AA3432D7,38,1.0,India,USA,ACH,29257.88333333333,2.975049393392816,0
D350F9217,47,82198.98,0,3.29,USA,0,0,9DBF861EB,44,8.0,India,India,Wire,36820.89714285714,2.205223595561855,0
7FFFD917C,47,55099.7,1,5.42,India,0,1,FFDA465CD,100,0.01,India,UAE,Bitcoin,55099.7,1.0597495027289443,0
7FFFD917C,47,28601.0,1,14.4,India,0,0,1BB980E3C,33,7.0,India,USA,Wire,41850.35,0.7291869386999206,1
7FFFD917C,47,21056.74,0,26.74,UK,0,1,92038B445,26,5.0,India,India,ACH,34919.14666666667,0.6967378778760984,0
7FFFD917C,47,3230.81,1,5.6,UK,0,1,BC60E76A7,9,9.0,India,USA,ACH,26997.0625,0.1900495285432522,0
7FFFD917C,47,14231.43,1,6.25,Canada,0,1,11057A38D,24,7.0,India,USA,Credit Card,24443.935999999998,0.6305420278352302,0
7FFFD917C,47,96465.16,1,11.47,UK,0,1,1698EE6BB,75,6.0,India,UK,ACH,36447.473333333335,2.5517577174755366,0
891B088D2,47,21679.71,1,15.33,UK,0,1,6229FCDBC,54,6.0,UK,USA,Wire,21679.71,0.9137469552441873,0
891B088D2,47,10825.18,1,21.92,USA,0,1,762BEB08A,15,1.0,UK,Canada,Credit Card,16252.445,0.7044603741311024,0
891B088D2,47,7844.68,0,10.6,USA,0,1,FCF9A2523,31,5.0,UK,UK,Wire,13449.856666666667,0.6439268803374786,0
891B088D2,47,32620.04,1,12.74,USA,0,0,6EFB78D03,61,6.0,UK,UAE,Wire,18242.4025,1.7651986729184175,0
891B088D2,47,12828.39,1,19.18,USA,0,1,86DA2C597,76,7.0,UK,USA,Credit Card,17159.6,0.8092149310316002,0
891B088D2,47,13113.26,1,8.68,India,0,1,24F7C5BFE,11,2.0,UK,India,ACH,16485.21,0.8909647943202379,0
891B088D2,47,23183.64,1,10.05,UK,0,0,59E8B3EB8,33,5.0,UK,USA,Wire,17442.12857142857,1.3877614740904525,0
891B088D2,47,38061.87,1,23.96,India,0,1,1786577C2,30,10.0,UK,USA,Credit Card,20019.59625,1.9338719130651068,0
891B088D2,47,5205.54,1,4.67,USA,0,0,EC2EFB416,79,4.0,UK,USA,ACH,18373.59,0.18520702315811366,0
891B088D2,47,110905.68,1,22.8,USA,0,1,1E6B257A2,61,6.0,UK,India,ACH,27626.799,3.966364743770937,0
8DE977D55,47,91811.12,1,12.7,Canada,0,0,E0AA825D5,43,7.0,UK,Canada,Wire,91811.12,1.053519377608315,0
8DE977D55,47,40879.53,1,5.31,USA,0,1,BF3EBA8E3,68,5.0,UK,India,Reinvestment,66345.325,0.5426493125185051,0
8DE977D55,47,1788.73,1,16.12,USA,0,0,1B8D46C04,27,3.0,UK,Canada,Credit Card,44826.46,-0.05997561219223226,0
8DE977D55,47,2096.74,1,22.71,UK,0,0,A23F79B98,66,3.0,UK,USA,Bitcoin,34144.03,0.008362131804543683,1
8DE977D55,47,2865.84,0,16.54,USA,0,0,22A092AC8,19,4.0,UK,UK,Wire,27888.392,0.10708505978501277,0
